Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
1784,0.52,VVS2,G,Ideal,56,5.15,5.18,3.18,61.6
1785,0.57,VS2,E,Very Good,57,5.33,5.35,3.26,61
1786,0.54,VS2,F,Ideal,57,5.25,5.2,3.21,61.4
1786,0.54,SI1,D,Ideal,57,5.22,5.17,3.27,62.9
1786,0.55,VS1,G,Ideal,55,5.29,5.32,3.27,61.6
1786,0.54,SI1,D,Premium,60,5.24,5.22,3.16,60.4
1786,0.54,VS2,F,Premium,57,5.35,5.29,3.16,59.4
1786,0.54,SI1,D,Premium,55,5.24,5.21,3.24,62
1787,0.51,VS2,D,Ideal,56,5.15,5.17,3.18,61.6
1787,0.51,VS2,D,Ideal,57,5.11,5.13,3.17,61.9
1787,0.51,VS2,D,Ideal,55,5.15,5.18,3.19,61.8
1787,0.51,VS2,D,Ideal,56,5.11,5.14,3.17,61.9
1788,0.57,VS1,F,Fair,61,5.23,5.19,3.36,64.5
1788,0.71,SI1,I,Good,63,5.54,5.61,3.49,62.6
1789,0.59,VS2,G,Ideal,54,5.38,5.32,3.35,62.6
1789,0.59,VS2,G,Premium,57,5.43,5.4,3.31,61.1
1789,0.59,SI1,E,Ideal,56,5.39,5.36,3.3,61.4
1790,0.7,SI2,H,Good,57,5.58,5.66,3.53,62.8
1790,0.7,SI2,G,Very Good,63,5.82,5.79,3.38,58.2
1790,0.59,SI1,E,Ideal,56,5.38,5.44,3.31,61.1
1790,0.7,VVS2,J,Ideal,56,5.67,5.71,3.57,62.7
1790,0.7,SI1,I,Ideal,57,5.72,5.75,3.52,61.3
1790,0.52,VS1,H,Ideal,55,5.21,5.17,3.2,61.7
1791,0.5,VVS2,G,Very Good,58,4.98,5.02,3.15,63
1792,0.7,SI2,F,Fair,57,5.65,5.59,3.64,64.8
1792,0.55,VS2,E,Ideal,57,5.34,5.27,3.28,61.8
1792,0.5,VS1,D,Ideal,54,5.1,5.14,3.17,61.9
1792,0.55,VS2,E,Ideal,56,5.32,5.26,3.25,61.4
1792,0.77,VS2,J,Premium,58,5.86,5.8,3.63,62.3
1793,0.52,VS1,E,Premium,58,5.18,5.14,3.18,61.6
1793,0.7,SI2,E,Good,61,5.85,5.9,3.34,56.9
1793,0.6,VS2,G,Good,61.9,5.45,5.5,3.27,59.8
1799,0.72,SI2,H,Fair,60,5.58,5.51,3.66,66
1800,0.53,VS1,F,Ideal,57,5.18,5.2,3.19,61.4
1800,0.51,VVS1,G,Very Good,57,5.08,5.12,3.21,62.9
1800,0.61,VS2,G,Premium,58,5.43,5.4,3.41,63
1800,0.51,VVS2,G,Good,54,5.08,5.1,3.24,63.7
1800,0.51,VVS2,G,Good,57,5.06,5.09,3.22,63.4
1800,0.71,SI2,H,Ideal,56,5.75,5.69,3.58,62.6
1801,0.54,VVS2,G,Ideal,57,5.19,5.23,3.26,62.6
1801,0.7,SI2,I,Very Good,56,5.63,5.59,3.56,63.5
1803,0.7,SI1,H,Fair,59,5.54,5.5,3.59,65
1806,0.46,IF,F,Good,61,5.16,5.24,2.92,56.2
1806,0.7,SI2,D,Very Good,58,5.63,5.57,3.53,63.1
1806,0.5,VVS2,G,Very Good,57,5.1,5.06,3.22,63.4
1806,0.7,SI2,F,Premium,58,5.79,5.76,3.48,60.3
1806,0.5,VVS2,G,Good,56,5.06,5.03,3.22,63.8
1806,0.52,VS2,F,Ideal,62,5.23,5.19,3.13,60
1806,0.52,VS1,E,Very Good,59,5.14,5.17,3.21,62.3
1806,0.7,SI2,D,Fair,57,5.56,5.43,3.6,65.5
1806,0.7,SI2,F,Premium,57,5.81,5.74,3.5,60.6
1809,0.67,SI1,G,Ideal,54,5.63,5.6,3.53,62.9
1810,0.51,VVS1,G,Ideal,53,5.09,5.14,3.21,62.8
1812,0.53,VS1,F,Ideal,55,5.17,5.22,3.23,62.2
1813,0.53,VS1,G,Ideal,55,5.18,5.16,3.24,62.7
1813,0.53,VS2,E,Ideal,56,5.24,5.21,3.21,61.4
1813,0.53,VS2,E,Ideal,56,5.2,5.16,3.23,62.4
1813,0.53,VS2,E,Premium,58,5.27,5.26,3.15,59.8
1813,0.53,VS2,E,Ideal,56,5.21,5.19,3.22,61.9
1813,0.53,VS1,G,Ideal,57,5.18,5.16,3.21,62.1
1813,0.53,VS2,E,Ideal,57,5.3,5.24,3.16,60
1814,0.56,SI1,D,Premium,58,5.33,5.27,3.28,61.9
1814,0.7,VS2,I,Premium,59,5.71,5.66,3.47,61
1814,0.5,VVS2,F,Premium,58,5.2,5.1,3.12,60.6
1814,0.7,SI2,G,Very Good,57,5.61,5.51,3.52,63.3
1814,0.56,SI1,D,Ideal,57,5.36,5.31,3.23,60.5
1814,0.56,VVS2,H,Premium,57,5.48,5.39,3.25,59.8
1815,0.52,VS1,G,Premium,56,5.21,5.17,3.2,61.7
1815,0.52,VS1,G,Ideal,57,5.15,5.12,3.22,62.7
1815,0.55,VS1,G,Ideal,56,5.34,5.32,3.25,61
1815,0.52,VS2,E,Premium,56,5.18,5.15,3.23,62.5
1815,0.52,VS1,G,Ideal,55,5.19,5.15,3.16,61.1
1815,0.52,VS2,E,Ideal,57,5.27,5.25,3.13,59.5
1815,0.52,VS1,G,Ideal,55,5.16,5.14,3.21,62.3
1815,0.52,VS2,E,Ideal,57,5.17,5.09,3.21,62.6
1815,0.52,VS2,E,Ideal,55,5.19,5.17,3.2,61.8
1815,0.52,VS2,E,Ideal,57,5.2,5.18,3.17,61.1
1816,0.59,SI1,D,Ideal,56,5.37,5.4,3.33,61.8
1816,0.59,SI1,D,Ideal,57,5.43,5.46,3.32,61
1816,0.71,SI2,E,Good,56,5.68,5.61,3.62,64
1816,0.46,VVS1,E,Ideal,53,4.93,4.97,3.1,62.6
1816,0.71,SI2,G,Good,58,5.6,5.54,3.55,63.6
1817,0.7,SI2,H,Premium,58,5.72,5.84,3.53,61.1
1818,0.31,IF,F,Ideal,57,4.35,4.38,2.67,61.2
1818,0.71,SI2,F,Good,58,5.65,5.59,3.6,64
1819,0.55,SI1,D,Premium,58,5.29,5.27,3.22,61
1819,0.57,VS1,G,Premium,57,5.42,5.37,3.25,60.2
1819,0.55,VS2,F,Ideal,57,5.29,5.24,3.25,61.7
1819,0.56,VS2,E,Ideal,54,5.28,5.35,3.28,61.7
1819,0.55,SI1,D,Premium,58,5.29,5.24,3.22,61.2
1819,0.75,SI2,G,Good,58,5.75,5.7,3.64,63.6
1821,0.61,VS2,G,Good,61.5,5.47,5.52,3.27,59.6
1821,0.61,VVS2,H,Good,60.5,5.44,5.48,3.29,60.3
1822,0.69,SI1,H,Ideal,57,5.65,5.62,3.5,62.1
1822,0.52,VS2,D,Ideal,57,5.16,5.2,3.2,61.8
1822,0.52,VS2,D,Ideal,55,5.15,5.2,3.19,61.6
1823,0.62,VS2,G,Premium,55,5.51,5.46,3.41,62.2
1824,0.7,SI2,J,Good,64,5.68,5.73,3.49,61.2
1826,0.51,VS1,D,Ideal,57,5.18,5.23,3.16,60.7
1827,0.75,SI1,J,Fair,66,6.2,6.04,3.37,55
1827,0.43,VVS1,E,Ideal,57,4.85,4.88,2.97,61
1827,0.53,VVS2,G,Very Good,54,5.19,5.23,3.23,62.2
1827,0.53,VS1,E,Ideal,57,5.25,5.19,3.18,60.9
1827,0.87,I1,G,Ideal,57,6.09,6.04,3.73,61.5
1828,0.52,VS2,D,Very Good,56,5.16,5.09,3.25,63.4
1828,0.61,SI1,D,Very Good,58,5.54,5.64,3.27,58.5
1829,0.52,VS1,D,Very Good,57,5.11,5.16,3.21,62.5
1831,0.64,VS2,H,Ideal,54,5.52,5.55,3.44,62.3
1831,0.51,VS1,E,Premium,58,5.14,5.17,3.16,61.3
1831,0.51,VS1,E,Premium,58,5.1,5.15,3.17,61.9
1832,0.55,VS1,F,Premium,58,5.32,5.29,3.2,60.3
1832,0.71,VS2,H,Fair,70,5.67,5.6,3.5,62.1
1833,0.47,VVS2,E,Premium,58,5.05,5,3.04,60.5
1833,0.55,VS2,G,Ideal,55,5.3,5.35,3.26,61.2
1833,0.52,VVS2,G,Very Good,57,5.08,5.11,3.22,63.2
1833,0.76,SI2,J,Ideal,54,5.9,5.93,3.64,61.5
1834,0.59,VVS2,H,Ideal,56,5.37,5.41,3.33,61.8
1835,0.52,VVS2,G,Ideal,57,5.13,5.15,3.19,62.1
1835,0.52,VVS2,G,Premium,58,5.21,5.15,3.16,61
1836,0.54,VS2,F,Ideal,56,5.22,5.21,3.23,61.9
1836,0.51,VS1,F,Ideal,54,5.23,5.12,3.17,61.3
1836,0.54,IF,I,Premium,61,5.35,5.29,3.13,58.8
1836,0.6,SI1,E,Very Good,56,5.38,5.32,3.38,63.2
1837,0.56,VS1,G,Ideal,55,5.34,5.36,3.25,60.8
1837,0.57,VS1,G,Ideal,53.7,5.32,5.35,3.32,62.3
1837,0.51,VVS1,H,Ideal,57,5.12,5.15,3.16,61.7
1837,0.57,VS1,G,Ideal,54,5.31,5.33,3.31,62.2
1838,0.5,VVS1,H,Premium,58,5.1,5.05,3.17,62.5
1838,0.5,VVS2,G,Ideal,56,5.1,5.13,3.13,61.2
1838,0.46,VVS1,F,Very Good,56,4.94,4.98,3.09,62.3
1838,0.5,VVS2,G,Ideal,55,5.05,5.09,3.15,62.1
1838,0.59,VS2,E,Very Good,56,5.46,5.49,3.28,59.9
1838,0.5,VVS2,G,Premium,60,5.15,5.18,3.08,59.6
1838,0.5,VVS2,G,Very Good,61,5.11,5.13,3.12,60.9
1838,0.5,VVS1,H,Very Good,58,5.03,4.98,3.18,63.5
1838,0.5,VVS2,G,Very Good,57,4.99,5.04,3.15,62.8
1839,0.51,VVS1,G,Ideal,56,5.21,5.22,3.17,60.8
1840,0.71,SI2,G,Ideal,57,5.68,5.63,3.55,62.8
1840,0.71,VS2,I,Very Good,56,5.65,5.61,3.57,63.4
1840,0.7,SI1,H,Fair,56,5.5,5.53,3.64,66
1841,0.6,SI1,D,Very Good,56,5.46,5.51,3.29,60
1841,0.51,VS1,E,Ideal,57,5.11,5.15,3.18,62
1842,0.5,VVS2,G,Ideal,56,5.08,5.11,3.17,62.2
1842,0.54,VS2,D,Ideal,56,5.23,5.29,3.22,61.2
1842,0.53,VVS1,H,Ideal,56,5.25,5.27,3.22,61.2
1843,0.77,VS2,J,Very Good,62,5.82,5.87,3.63,62.1
1843,0.7,VVS2,J,Premium,58,5.67,5.73,3.53,61.9
1843,0.5,VVS1,G,Very Good,57,5.1,5.15,3.12,60.9
1844,0.5,IF,H,Ideal,54,5.1,5.13,3.19,62.4
1844,0.7,VVS1,J,Premium,58,5.74,5.79,3.51,60.9
1844,0.58,SI1,E,Good,62,5.36,5.33,3.26,61
1845,0.55,VVS1,H,Ideal,56,5.21,5.24,3.26,62.4
1845,0.5,VS2,D,Ideal,56,5.08,5.05,3.17,62.6
1845,0.5,VS2,D,Premium,58,5.08,5.05,3.18,62.8
1845,0.5,VS2,D,Ideal,55,5.11,5.07,3.17,62.3
1845,0.5,VS2,D,Premium,58,5.08,5.03,3.14,62.1
1846,0.69,VS1,I,Good,61.9,5.65,5.68,3.48,61.6
1847,0.54,VS1,G,Premium,59,5.26,5.22,3.2,61.1
1847,0.54,VS1,G,Premium,56,5.26,5.23,3.23,61.6
1847,0.52,VS2,D,Very Good,59,5.11,5.13,3.22,62.9
1847,0.57,SI1,D,Good,64,5.29,5.23,3.27,62.2
1848,0.53,VS1,H,Ideal,57,5.24,5.29,3.2,60.8
1849,0.5,VS1,F,Very Good,58,5.05,5.14,3.13,61.4
1851,0.7,SI2,F,Good,57,5.6,5.53,3.58,64.3
1851,0.57,VS1,G,Ideal,55,5.29,5.35,3.3,62
1851,0.57,VS2,E,Ideal,56,5.33,5.38,3.3,61.6
1851,0.57,VS2,E,Very Good,57,5.26,5.29,3.32,62.9
1852,0.53,VS2,E,Very Good,59,5.24,5.27,3.16,60.1
1853,0.72,SI1,J,Ideal,56,5.77,5.81,3.57,61.7
1853,0.65,VS2,F,Premium,62,5.68,5.65,3.34,59
1854,0.55,VS2,G,Ideal,56,5.38,5.31,3.23,60.4
1856,0.55,VS1,G,Ideal,57,5.28,5.23,3.23,61.5
1857,0.5,SI1,G,Ideal,57,5.16,5.2,3.12,60.2
1857,0.53,VS2,D,Ideal,56,5.16,5.19,3.22,62.2
1857,0.53,VS2,D,Ideal,55,5.21,5.25,3.2,61.2
1857,0.59,VS2,E,Very Good,60,5.36,5.4,3.32,61.7
1857,0.53,VS2,D,Premium,58,5.2,5.24,3.21,61.5
1857,0.53,VS2,D,Ideal,57,5.24,5.28,3.19,60.6
1857,0.55,VS1,E,Ideal,57,5.27,5.23,3.23,61.5
1857,0.53,VS2,D,Ideal,56,5.14,5.17,3.21,62.3
1858,0.5,VVS2,G,Good,57,5.08,5.04,3.22,63.6
1858,0.72,SI1,I,Premium,58,5.83,5.78,3.53,60.8
1858,0.75,SI2,D,Premium,59,5.88,5.83,3.59,61.3
1858,0.5,VVS2,G,Ideal,57,5.07,5.05,3.18,62.8
1861,0.61,VS2,G,Very Good,57,5.44,5.47,3.38,62
1861,0.6,VS2,G,Ideal,54,5.43,5.47,3.38,62
1862,0.65,SI1,E,Ideal,55,5.57,5.6,3.45,61.8
1865,0.7,SI1,H,Good,58,5.62,5.59,3.6,64.2
1865,0.74,I1,E,Fair,65,6.03,5.89,3.47,58.2
1865,0.55,VS2,F,Ideal,57,5.29,5.25,3.24,61.4
1865,0.7,SI1,H,Fair,55,5.58,5.54,3.63,65.3
1865,0.49,IF,G,Very Good,56,5.16,5.19,3.09,59.7
1866,0.6,VS2,F,Ideal,57,5.39,5.37,3.34,62.1
1866,0.72,SI1,J,Very Good,57,5.75,5.8,3.53,61.1
1866,0.72,SI2,G,Ideal,57,5.73,5.69,3.53,61.8
1867,0.5,VVS2,G,Ideal,56,5.13,5.17,3.16,61.4
1867,0.67,VS2,H,Very Good,55,5.56,5.6,3.51,62.9
1868,0.44,VVS1,E,Ideal,55,4.92,4.95,3.03,61.4
1868,0.54,VVS2,G,Ideal,55,5.22,5.27,3.26,62.2
1869,0.58,VS2,F,Premium,55,5.38,5.36,3.35,62.4
1869,0.71,VS2,J,Very Good,61,5.77,5.82,3.48,60.1
1871,0.63,VS2,G,Premium,57,5.54,5.51,3.4,61.5
1872,0.52,VS1,F,Ideal,57,5.2,5.16,3.17,61.2
1872,0.52,VS1,F,Premium,56,5.17,5.14,3.18,61.7
1872,0.58,VVS2,G,Very Good,58,5.35,5.4,3.34,62.1
1873,0.51,VS1,D,Ideal,57,5.13,5.08,3.19,62.5
1875,0.51,VVS2,G,Ideal,55,5.15,5.19,3.2,61.9
1875,0.51,VVS2,G,Ideal,56,5.12,5.17,3.17,61.6
1875,0.52,VS1,E,Very Good,58,5.31,5.38,3.16,59.1
1875,0.54,VVS1,H,Ideal,56,5.23,5.27,3.22,61.3
1875,0.51,VVS2,G,Ideal,57,5.1,5.12,3.2,62.6
1875,0.51,VVS2,G,Ideal,56,5.19,5.22,3.13,60.1
1875,0.6,VS1,E,Premium,61,5.46,5.39,3.31,61
1877,0.73,SI1,J,Ideal,56,5.78,5.81,3.58,61.8
1877,0.79,SI2,G,Premium,58,6,5.98,3.61,60.8
1877,0.51,VVS2,H,Ideal,55,5.11,5.14,3.16,61.6
1877,0.51,VS2,D,Very Good,59,5.16,5.19,3.11,60.1
1878,0.52,VVS2,G,Ideal,56,5.18,5.15,3.18,61.6
1878,0.62,VS1,H,Ideal,56,5.47,5.51,3.37,61.4
1879,0.58,SI1,D,Premium,58,5.46,5.37,3.26,60.2
1879,0.51,IF,H,Ideal,54,5.14,5.17,3.21,62.3
1880,0.64,SI1,H,Ideal,55,5.56,5.57,3.44,61.8
1881,0.55,VS1,F,Ideal,55,5.26,5.29,3.27,62
1881,0.71,VS1,J,Good,55,5.62,5.66,3.57,63.3
1882,0.56,VS2,E,Ideal,57,5.35,5.31,3.27,61.4
1882,0.51,VS2,D,Ideal,55,5.19,5.12,3.21,62.3
1882,0.51,VS2,D,Ideal,57,5.14,5.11,3.15,61.5
1882,0.51,VS2,D,Ideal,55,5.12,5.09,3.2,62.7
1882,0.56,VS2,E,Premium,59,5.45,5.36,3.18,58.8
1882,0.51,VS2,D,Ideal,57,5.15,5.09,3.17,61.9
1882,0.51,VS2,D,Ideal,56,5.17,5.15,3.18,61.6
1883,0.5,VVS1,G,Ideal,55,5.09,5.11,3.17,62.2
1884,0.57,VS1,E,Ideal,57,5.33,5.38,3.24,60.5
1885,0.54,VS2,D,Very Good,59,5.24,5.28,3.18,60.5
1886,0.52,VS1,E,Ideal,56,5.18,5.22,3.19,61.3
1886,0.72,SI1,J,Very Good,62,5.87,5.93,3.44,58.3
1887,0.52,VS1,G,Ideal,57,5.21,5.24,3.16,60.4
1889,0.54,VS1,E,Very Good,58,5.23,5.28,3.25,61.8
1889,0.58,VS2,D,Ideal,54,5.4,5.42,3.31,61.2
1889,0.56,VVS2,G,Ideal,56,5.24,5.28,3.29,62.5
1892,0.54,VS2,D,Very Good,58,5.16,5.24,3.21,61.7
1892,0.54,VS2,D,Ideal,56,5.22,5.26,3.21,61.3
1892,0.54,VS2,D,Premium,58,5.27,5.31,3.22,60.9
1892,0.54,VS2,D,Ideal,57,5.19,5.29,3.2,61.1
1892,0.54,VS2,D,Ideal,56,5.25,5.29,3.22,61.1
1892,0.54,VS2,D,Very Good,58,5.26,5.3,3.2,60.6
1893,0.5,VS1,D,Ideal,56,5.13,5.17,3.14,61
1893,0.5,VS2,D,Ideal,56,5.11,5.14,3.16,61.8
1893,0.5,VS1,D,Very Good,58,5.12,5.14,3.07,59.8
1894,0.55,VS2,D,Premium,56,5.33,5.28,3.27,61.6
1895,0.51,VVS2,G,Good,54,5.1,5.08,3.24,63.7
1895,0.51,VVS2,G,Very Good,57,5.09,5.06,3.22,63.4
1895,0.53,VVS2,G,Ideal,56,5.19,5.23,3.18,61
1896,0.6,SI1,D,Premium,58,5.42,5.45,3.35,61.6
1896,0.7,VS2,J,Very Good,60,5.86,5.9,3.42,58.2
1896,0.7,VS2,J,Fair,58,5.34,5.37,3.61,67.4
1897,0.52,VVS2,G,Ideal,56,5.18,5.2,3.18,61.3
1899,0.71,VS2,J,Ideal,54,5.72,5.76,3.58,62.4
1899,0.58,VS2,E,Very Good,58,5.4,5.39,3.29,60.9
1902,0.71,VS2,J,Very Good,54,5.68,5.72,3.57,62.6
1902,0.57,VVS2,F,Fair,56.2,5.19,5.23,3.4,65.2
1902,0.71,SI2,G,Good,64,5.82,5.77,3.37,58.2
1903,0.58,VS2,E,Ideal,57,5.32,5.36,3.3,61.8
1904,0.7,VS1,J,Very Good,58,5.66,5.73,3.47,60.9
1904,0.53,VS2,D,Premium,58,5.26,5.23,3.16,60.2
1905,0.63,VS2,F,Premium,59,5.53,5.5,3.39,61.5
1906,0.58,VS2,E,Very Good,59,5.4,5.44,3.23,59.6
1907,0.72,SI2,I,Very Good,56,5.67,5.72,3.61,63.4
1908,0.53,SI1,F,Ideal,57,5.3,5.27,3.17,60
1908,0.65,SI1,H,Ideal,55,5.59,5.63,3.45,61.5
1909,0.74,SI2,F,Very Good,58,5.76,5.72,3.62,63.1
1909,0.77,SI1,J,Good,57,5.79,5.84,3.68,63.3
1909,0.68,SI1,D,Premium,59,5.72,5.66,3.4,59.8
1910,0.67,SI1,E,Premium,61,5.74,5.72,3.39,59.2
1910,0.67,VS2,G,Ideal,57,5.7,5.67,3.49,61.4
1911,0.52,VVS2,G,Ideal,56,5.18,5.2,3.19,61.5
1911,0.52,VVS2,G,Ideal,56,5.14,5.17,3.2,62.1
1911,0.58,VS1,G,Ideal,55,5.35,5.39,3.32,61.8
1911,0.52,VVS2,G,Ideal,56,5.18,5.24,3.18,61
1912,0.59,SI1,D,Ideal,57,5.46,5.43,3.32,61
1914,0.7,SI1,I,Premium,62,5.69,5.64,3.5,61.8
1914,0.53,VVS2,G,Ideal,56,5.19,5.16,3.24,62.6
1914,0.52,VS1,D,Ideal,57,5.13,5.2,3.21,62.1
1915,0.56,VS1,G,Premium,59,5.31,5.26,3.2,60.5
1915,0.56,VS2,E,Premium,57,5.3,5.27,3.28,62.1
1915,0.56,VS1,F,Ideal,56,5.28,5.32,3.27,61.7
1915,0.56,VS2,E,Ideal,54,5.35,5.28,3.28,61.7
1915,0.76,SI1,H,Premium,59,5.91,5.86,3.58,60.9
1915,0.7,SI1,G,Good,55,5.59,5.62,3.59,64
1915,0.6,VS2,E,Premium,58,5.37,5.34,3.36,62.7
1915,0.56,VS2,E,Premium,59,5.34,5.27,3.28,61.8
1915,0.56,VS2,E,Ideal,57,5.29,5.26,3.3,62.6
1915,0.56,VS1,G,Premium,58,5.3,5.22,3.28,62.4
1915,0.56,VS1,F,Ideal,56,5.3,5.33,3.28,61.7
1915,0.56,VS1,G,Ideal,55,5.31,5.27,3.29,62.2
1916,0.55,VVS2,G,Ideal,54,5.23,5.3,3.27,62.2
1916,0.59,VS1,G,Ideal,58,5.39,5.41,3.3,61.1
1917,0.31,IF,D,Ideal,57,4.39,4.41,2.66,60.5
1917,0.53,VS1,E,Ideal,55,5.22,5.24,3.22,61.5
1918,0.55,VS1,D,Ideal,56,5.26,5.28,3.24,61.5
1919,0.52,VS2,D,Premium,58,5.2,5.16,3.17,61.2
1919,0.52,VS2,D,Ideal,56,5.2,5.15,3.17,61.3
1920,0.54,VVS2,G,Ideal,56,5.23,5.27,3.25,62
1920,0.56,VS2,E,Good,63,5.22,5.27,3.27,62.3
1921,0.63,SI1,E,Premium,58,5.57,5.52,3.4,61.3
1921,0.63,VS1,H,Premium,60,5.45,5.33,3.39,62.9
1922,0.57,VS1,H,Ideal,57,5.37,5.34,3.26,61
1922,0.71,SI2,I,Good,63,5.66,5.7,3.48,61.3
1922,0.72,SI1,I,Premium,52,5.71,5.67,3.53,62
1922,0.71,VS2,J,Good,61,5.7,5.79,3.48,60.6
1925,0.51,VVS1,G,Premium,58,5.2,5.24,3.14,60.2
1927,0.62,SI1,D,Ideal,59,5.48,5.5,3.34,60.8
1928,0.55,VS2,D,Ideal,56,5.25,5.28,3.24,61.5
1928,0.55,VS2,D,Premium,60,5.28,5.29,3.24,61.3
1929,0.7,SI2,E,Good,59,5.68,5.56,3.59,63.9
1929,0.56,VVS1,H,Ideal,57,5.3,5.35,3.24,60.8
1930,0.56,VS1,E,Premium,58,5.23,5.28,3.29,62.6
1931,0.56,VS1,E,Very Good,60,5.25,5.28,3.3,62.7
1932,0.98,I1,G,Fair,57,6.54,6.43,3.8,58.7
1933,0.51,VVS1,G,Ideal,57,5.17,5.19,3.16,61
1935,0.5,VVS2,G,Premium,59,5.12,5.09,3.11,60.9
1935,0.5,VVS2,G,Ideal,57,5.13,5.1,3.14,61.4
1936,0.52,VVS1,G,Ideal,54.4,5.15,5.18,3.2,61.9
1937,0.54,VS1,F,Ideal,56,5.27,5.29,3.21,60.9
1937,0.5,VS1,D,Ideal,55,5.09,5.12,3.16,61.9
1938,0.71,SI2,I,Very Good,56,5.75,5.79,3.53,61.1
1938,0.56,VS1,E,Good,65,5.21,5.23,3.22,61.7
1939,0.53,VS1,F,Ideal,55,5.26,5.3,3.21,60.8
1939,0.63,SI1,D,Very Good,57,5.46,5.49,3.44,62.8
1940,0.53,VS1,D,Premium,61,5.25,5.14,3.24,62.4
1940,0.55,VS1,E,Ideal,55,5.33,5.28,3.27,61.6
1941,0.54,VS1,D,Ideal,56,5.21,5.25,3.24,62
1941,0.59,VS2,E,Ideal,61,5.43,5.47,3.28,60.2
1942,0.57,VS1,G,Ideal,57,5.42,5.45,3.23,59.3
1942,0.59,VS1,G,Very Good,53,5.46,5.35,3.38,62.5
1942,0.57,VS1,E,Ideal,53,5.36,5.41,3.34,62.1
1944,0.54,VVS1,H,Ideal,55,5.32,5.27,3.2,60.4
1944,0.54,VVS1,H,Ideal,56,5.33,5.28,3.2,60.3
1944,0.54,VVS1,H,Premium,57,5.25,5.2,3.24,62
1944,0.75,VS2,J,Fair,66,5.99,5.82,3.49,59.1
1944,0.72,VS2,J,Premium,58,5.76,5.74,3.53,61.4
1945,0.65,SI1,D,Very Good,58,5.52,5.57,3.46,62.4
1945,0.72,SI2,H,Good,59,5.51,5.58,3.65,65.8
1946,0.53,VVS2,G,Ideal,59,5.26,5.3,3.19,60.4
1946,0.69,SI1,F,Premium,58,5.73,5.7,3.5,61.2
1947,0.46,VVS1,D,Premium,59,5.04,5,3.01,60
1948,0.53,VVS2,G,Ideal,57,5.19,5.26,3.21,61.4
1948,0.53,VVS2,G,Ideal,56,5.24,5.29,3.18,60.4
1948,0.53,VVS2,G,Ideal,54,5.17,5.22,3.23,62.2
1948,0.53,VVS1,G,Very Good,57,5.19,5.22,3.21,61.7
1948,0.7,SI2,G,Good,61,5.77,5.81,3.44,59.4
1948,0.59,VS2,D,Very Good,57,5.28,5.32,3.35,63.2
1949,0.58,SI1,G,Premium,60,5.34,5.3,3.32,62.4
1949,0.56,VVS2,G,Ideal,54,5.28,5.32,3.29,62
1949,0.57,VS1,G,Ideal,55,5.35,5.29,3.3,62
1949,0.62,SI1,D,Very Good,58,5.47,5.49,3.36,61.3
1949,0.7,SI1,J,Ideal,59,5.79,5.75,3.47,60.1
1949,0.57,VS1,G,Ideal,56,5.33,5.3,3.3,62.1
1950,0.53,VS1,E,Premium,61,5.39,5.28,3.12,58.5
1950,0.56,VS2,F,Ideal,55,5.3,5.34,3.29,61.8
1950,0.46,IF,F,Ideal,55,4.96,4.98,3.08,62
1950,0.54,VVS2,G,Ideal,56,5.31,5.28,3.22,60.8
1951,0.69,SI1,F,Very Good,59.6,5.59,5.66,3.52,62.6
1953,0.51,VVS2,F,Premium,58,5.08,5.1,3.17,62.3
1953,0.72,SI2,H,Very Good,56,5.75,5.8,3.52,61
1954,0.78,SI1,J,Premium,60,5.88,5.82,3.66,63
1955,0.46,VVS1,E,Ideal,53,4.95,5,3.11,62.5
1955,0.54,VVS2,E,Very Good,60,5.1,5.17,3.25,63.3
1955,0.57,VS2,D,Ideal,57,5.29,5.32,3.28,61.8
1956,0.53,VVS1,G,Ideal,56,5.19,5.24,3.22,61.8
1956,0.53,VS2,D,Ideal,55,5.2,5.17,3.22,62.1
1956,0.53,VS2,D,Ideal,56,5.23,5.2,3.19,61.2
1956,0.53,VS2,D,Premium,58,5.26,5.23,3.17,60.4
1956,0.53,VS2,E,Ideal,56,5.28,5.25,3.21,60.8
1956,0.53,VS2,E,Ideal,57,5.23,5.19,3.25,62.3
1956,0.53,VS2,D,Ideal,56,5.18,5.14,3.23,62.6
1956,0.53,VS2,D,Ideal,56,5.19,5.16,3.22,62.2
1957,0.52,VVS2,G,Ideal,55.3,5.18,5.21,3.19,61.4
1960,0.71,SI2,G,Good,56,5.65,5.6,3.59,63.8
1961,0.58,VVS1,H,Ideal,53.6,5.35,5.38,3.34,62.1
1961,0.56,VVS1,H,Ideal,53.8,5.27,5.33,3.29,62.1
1962,0.74,SI2,H,Fair,53,5.85,5.74,3.6,62
1963,0.56,VS2,D,Ideal,56,5.3,5.33,3.25,61.1
1963,0.56,VS2,D,Ideal,55,5.33,5.35,3.28,61.4
1963,0.56,VS2,D,Ideal,56,5.27,5.31,3.26,61.6
1963,0.56,VS2,D,Ideal,56,5.24,5.28,3.27,62.2
1964,0.68,SI1,F,Very Good,57.9,5.69,5.74,3.43,60.1
1964,0.7,SI2,E,Very Good,64,5.67,5.7,3.42,60.2
1965,0.59,IF,I,Premium,58,5.41,5.38,3.3,61.2
1966,0.5,VVS1,G,Ideal,57,5.07,5.1,3.19,62.7
1966,0.7,SI2,G,Very Good,63,5.82,5.79,3.38,58.2
1970,0.51,VS1,E,Very Good,54.7,5.12,5.15,31.8,61.8
